"Year","Period","Geo Level","State","market","product_price","summ","measure","Value"
2019,"MARKETING YEAR","STATE","FLORIDA",NA,"PRICE RECEIVED",NA,"$ / CWT","152"
2019,"MARKETING YEAR","STATE","FLORIDA","FRESH MARKET","PRICE RECEIVED",NA,"$ / CWT","(D)"
2019,"MARKETING YEAR","STATE","FLORIDA","PROCESSING","PRICE RECEIVED",NA,"$ / CWT","(D)"
2019,"MARKETING YEAR","STATE","OTHER STATES","FRESH MARKET","PRICE RECEIVED",NA,"$ / CWT","130"
2019,"MARKETING YEAR","STATE","OTHER STATES","PROCESSING","PRICE RECEIVED",NA,"$ / CWT","52.8"
2019,"YEAR","NATIONAL","US TOTAL",NA,"HARVESTED",NA,"acres","45,400"
2019,"YEAR","NATIONAL","US TOTAL",NA,"PLANTED",NA,"Acres","45,800"
2019,"YEAR","NATIONAL","US TOTAL",NA,"PRODUCTION",NA,"$","2,749,961,000"
2019,"YEAR","NATIONAL","US TOTAL",NA,"PRODUCTION",NA,"CWT","23,980,000"
2019,"YEAR","NATIONAL","US TOTAL",NA,"PRODUCTION",NA,"TONS","1,199,000"
2019,"YEAR","NATIONAL","US TOTAL",NA,"YIELD",NA,"CWT / ACRE","528"
2019,"YEAR","NATIONAL","US TOTAL",NA,"YIELD",NA,"TONS / ACRE","26.41"
2019,"YEAR","NATIONAL","US TOTAL","FRESH MARKET","PRODUCTION",NA,"$","2,501,482,000"
2019,"YEAR","NATIONAL","US TOTAL","FRESH MARKET",NA,"UTILIZED - PRODUCTION","CWT","19,251,000"
2019,"YEAR","NATIONAL","US TOTAL",NA,"NOT SOLD",NA,"CWT","21,300"
2019,"YEAR","NATIONAL","US TOTAL","PROCESSING","PRODUCTION",NA,"$","248,479,000"
2019,"YEAR","NATIONAL","US TOTAL","PROCESSING",NA,"UTILIZED - PRODUCTION","CWT","4,707,700"
2019,"YEAR","NATIONAL","US TOTAL",NA,"UTILIZED",NA,"CWT","23,958,700"
2019,"YEAR","NATIONAL","US TOTAL",NA,"UTILIZED",NA,"TONS","1,197,935"
2019,"YEAR","STATE","CALIFORNIA",NA,"HARVESTED",NA,"acres","34,900"
2019,"YEAR","STATE","CALIFORNIA",NA,"PLANTED",NA,"Acres","35,300"
2019,"YEAR","STATE","CALIFORNIA",NA,"PRODUCTION",NA,"$","2,342,148,000"
2019,"YEAR","STATE","CALIFORNIA",NA,"PRODUCTION",NA,"CWT","21,300,000"
2019,"YEAR","STATE","CALIFORNIA",NA,"YIELD",NA,"CWT / ACRE","610"
2019,"YEAR","STATE","CALIFORNIA","FRESH MARKET","PRODUCTION",NA,"$","(D)"
2019,"YEAR","STATE","CALIFORNIA","FRESH MARKET",NA,"UTILIZED - PRODUCTION","CWT","(D)"
2019,"YEAR","STATE","CALIFORNIA",NA,"NOT SOLD",NA,"CWT","21,300"
2019,"YEAR","STATE","CALIFORNIA","PROCESSING","PRODUCTION",NA,"$","(D)"
2019,"YEAR","STATE","CALIFORNIA","PROCESSING",NA,"UTILIZED - PRODUCTION","CWT","(D)"
2019,"YEAR","STATE","CALIFORNIA",NA,"UTILIZED",NA,"CWT","21,278,700"
2019,"YEAR","STATE","FLORIDA",NA,"HARVESTED",NA,"acres","10,500"
2019,"YEAR","STATE","FLORIDA",NA,"PLANTED",NA,"Acres","10,500"
2019,"YEAR","STATE","FLORIDA",NA,"PRODUCTION",NA,"$","407,813,000"
2019,"YEAR","STATE","FLORIDA",NA,"PRODUCTION",NA,"CWT","2,680,000"
2019,"YEAR","STATE","FLORIDA",NA,"YIELD",NA,"CWT / ACRE","255"
2019,"YEAR","STATE","FLORIDA","FRESH MARKET","PRODUCTION",NA,"$","(D)"
2019,"YEAR","STATE","FLORIDA","FRESH MARKET",NA,"UTILIZED - PRODUCTION","CWT","(D)"
2019,"YEAR","STATE","FLORIDA",NA,"NOT SOLD",NA,"CWT","0"
2019,"YEAR","STATE","FLORIDA","PROCESSING","PRODUCTION",NA,"$","(D)"
2019,"YEAR","STATE","FLORIDA","PROCESSING",NA,"UTILIZED - PRODUCTION","CWT","(D)"
2019,"YEAR","STATE","FLORIDA",NA,"UTILIZED",NA,"CWT","2,680,000"
2019,"YEAR","STATE","OTHER STATES","FRESH MARKET","PRODUCTION",NA,"$","2,501,482,000"
2019,"YEAR","STATE","OTHER STATES","FRESH MARKET",NA,"UTILIZED - PRODUCTION","CWT","19,251,000"
2019,"YEAR","STATE","OTHER STATES","PROCESSING","PRODUCTION",NA,"$","248,479,000"
2019,"YEAR","STATE","OTHER STATES","PROCESSING",NA,"UTILIZED - PRODUCTION","CWT","4,707,700"
2018,"MARKETING YEAR","NATIONAL","US TOTAL",NA,"PRICE RECEIVED",NA,"$ / CWT","93.5"
2018,"MARKETING YEAR","NATIONAL","US TOTAL","FRESH MARKET","PRICE RECEIVED",NA,"$ / CWT","106"
2018,"MARKETING YEAR","NATIONAL","US TOTAL","PROCESSING","PRICE RECEIVED",NA,"$ / CWT","43.7"
2018,"MARKETING YEAR","NATIONAL","US TOTAL","PROCESSING","PRICE RECEIVED","MEASURED IN $ / TON",NA,"760"
2018,"MARKETING YEAR","STATE","CALIFORNIA",NA,"PRICE RECEIVED",NA,"$ / CWT","90.9"
2018,"MARKETING YEAR","STATE","CALIFORNIA","FRESH MARKET","PRICE RECEIVED",NA,"$ / CWT","104"
2018,"MARKETING YEAR","STATE","CALIFORNIA","PROCESSING","PRICE RECEIVED",NA,"$ / CWT","42.2"
2018,"MARKETING YEAR","STATE","CALIFORNIA","PROCESSING","PRICE RECEIVED","MEASURED IN $ / TON",NA,"730"
2018,"MARKETING YEAR","STATE","FLORIDA",NA,"PRICE RECEIVED",NA,"$ / CWT","115"
2018,"MARKETING YEAR","STATE","FLORIDA","FRESH MARKET","PRICE RECEIVED",NA,"$ / CWT","115"
2018,"MARKETING YEAR","STATE","FLORIDA","PROCESSING","PRICE RECEIVED",NA,"$ / CWT","0"
2018,"MARKETING YEAR","STATE","FLORIDA","PROCESSING","PRICE RECEIVED","MEASURED IN $ / TON",NA,"0"
2018,"MARKETING YEAR","STATE","NEW YORK",NA,"PRICE RECEIVED",NA,"$ / CWT","204"
2018,"MARKETING YEAR","STATE","NEW YORK","FRESH MARKET","PRICE RECEIVED",NA,"$ / CWT","(D)"
2018,"MARKETING YEAR","STATE","NEW YORK","PROCESSING","PRICE RECEIVED",NA,"$ / CWT","(D)"
2018,"MARKETING YEAR","STATE","NORTH CAROLINA",NA,"PRICE RECEIVED",NA,"$ / CWT","171"
2018,"MARKETING YEAR","STATE","NORTH CAROLINA","FRESH MARKET","PRICE RECEIVED",NA,"$ / CWT","171"
2018,"MARKETING YEAR","STATE","NORTH CAROLINA","PROCESSING","PRICE RECEIVED",NA,"$ / CWT","0"
2018,"MARKETING YEAR","STATE","NORTH CAROLINA","PROCESSING","PRICE RECEIVED","MEASURED IN $ / TON",NA,"0"
2018,"MARKETING YEAR","STATE","OREGON",NA,"PRICE RECEIVED",NA,"$ / CWT","107"
2018,"MARKETING YEAR","STATE","OREGON","FRESH MARKET","PRICE RECEIVED",NA,"$ / CWT","(D)"
2018,"MARKETING YEAR","STATE","OREGON","PROCESSING","PRICE RECEIVED",NA,"$ / CWT","(D)"
2018,"MARKETING YEAR","STATE","OTHER STATES","FRESH MARKET","PRICE RECEIVED",NA,"$ / CWT","212"
2018,"MARKETING YEAR","STATE","OTHER STATES","PROCESSING","PRICE RECEIVED",NA,"$ / CWT","88"
2018,"MARKETING YEAR","STATE","WASHINGTON",NA,"PRICE RECEIVED",NA,"$ / CWT","107"
2018,"MARKETING YEAR","STATE","WASHINGTON","FRESH MARKET","PRICE RECEIVED",NA,"$ / CWT","(D)"
2018,"MARKETING YEAR","STATE","WASHINGTON","PROCESSING","PRICE RECEIVED",NA,"$ / CWT","(D)"
2018,"YEAR","NATIONAL","US TOTAL",NA,"HARVESTED",NA,"acres","49,320"
2018,"YEAR","NATIONAL","US TOTAL",NA,"PLANTED",NA,"Acres","49,800"
2018,"YEAR","NATIONAL","US TOTAL",NA,"PRODUCTION",NA,"$","2,472,447,000"
2018,"YEAR","NATIONAL","US TOTAL",NA,"PRODUCTION",NA,"CWT","26,480,000"
2018,"YEAR","NATIONAL","US TOTAL",NA,"YIELD",NA,"CWT / ACRE","537"
2018,"YEAR","NATIONAL","US TOTAL","FRESH MARKET","PRODUCTION",NA,"$","2,242,706,000"
2018,"YEAR","NATIONAL","US TOTAL","FRESH MARKET",NA,"UTILIZED - PRODUCTION","CWT","21,196,100"
2018,"YEAR","NATIONAL","US TOTAL",NA,"NOT SOLD",NA,"CWT","25,100"
2018,"YEAR","NATIONAL","US TOTAL","PROCESSING","PRODUCTION",NA,"$","229,741,000"
2018,"YEAR","NATIONAL","US TOTAL","PROCESSING",NA,"UTILIZED - PRODUCTION","CWT","5,258,800"
2018,"YEAR","NATIONAL","US TOTAL","PROCESSING",NA,"UTILIZED - PRODUCTION","TONS","284,740"
2018,"YEAR","NATIONAL","US TOTAL",NA,"UTILIZED",NA,"CWT","26,454,900"
2018,"YEAR","STATE","CALIFORNIA",NA,"HARVESTED",NA,"acres","36,300"
2018,"YEAR","STATE","CALIFORNIA",NA,"PLANTED",NA,"Acres","36,300"
2018,"YEAR","STATE","CALIFORNIA",NA,"PRODUCTION",NA,"$","2,179,066,000"
2018,"YEAR","STATE","CALIFORNIA",NA,"PRODUCTION",NA,"CWT","24,000,000"
2018,"YEAR","STATE","CALIFORNIA",NA,"YIELD",NA,"CWT / ACRE","660"
2018,"YEAR","STATE","CALIFORNIA","FRESH MARKET","PRODUCTION",NA,"$","1,964,352,000"
2018,"YEAR","STATE","CALIFORNIA","FRESH MARKET",NA,"UTILIZED - PRODUCTION","CWT","18,888,000"
2018,"YEAR","STATE","CALIFORNIA",NA,"NOT SOLD",NA,"CWT","24,000"
2018,"YEAR","STATE","CALIFORNIA","PROCESSING","PRODUCTION",NA,"$","214,714,000"
2018,"YEAR","STATE","CALIFORNIA","PROCESSING",NA,"UTILIZED - PRODUCTION","CWT","5,088,000"
2018,"YEAR","STATE","CALIFORNIA","PROCESSING",NA,"UTILIZED - PRODUCTION","TONS","276,358"
2018,"YEAR","STATE","CALIFORNIA",NA,"UTILIZED",NA,"CWT","23,976,000"
2018,"YEAR","STATE","FLORIDA",NA,"HARVESTED",NA,"acres","9,400"
2018,"YEAR","STATE","FLORIDA",NA,"PLANTED",NA,"Acres","9,400"
2018,"YEAR","STATE","FLORIDA",NA,"PRODUCTION",NA,"$","243,800,000"
2018,"YEAR","STATE","FLORIDA",NA,"PRODUCTION",NA,"CWT","2,120,000"
2018,"YEAR","STATE","FLORIDA",NA,"YIELD",NA,"CWT / ACRE","225"
2018,"YEAR","STATE","FLORIDA","FRESH MARKET","PRODUCTION",NA,"$","243,800,000"
2018,"YEAR","STATE","FLORIDA","FRESH MARKET",NA,"UTILIZED - PRODUCTION","CWT","2,120,000"
2018,"YEAR","STATE","FLORIDA",NA,"NOT SOLD",NA,"CWT","0"
2018,"YEAR","STATE","FLORIDA","PROCESSING","PRODUCTION",NA,"$","0"
2018,"YEAR","STATE","FLORIDA","PROCESSING",NA,"UTILIZED - PRODUCTION","CWT","0"
2018,"YEAR","STATE","FLORIDA","PROCESSING",NA,"UTILIZED - PRODUCTION","TONS","0"
2018,"YEAR","STATE","FLORIDA",NA,"UTILIZED",NA,"CWT","2,120,000"
2018,"YEAR","STATE","NEW YORK",NA,"HARVESTED",NA,"acres","700"
2018,"YEAR","STATE","NEW YORK",NA,"PLANTED",NA,"Acres","800"
2018,"YEAR","STATE","NEW YORK",NA,"PRODUCTION",NA,"$","6,065,000"
2018,"YEAR","STATE","NEW YORK",NA,"PRODUCTION",NA,"CWT","30,000"
2018,"YEAR","STATE","NEW YORK",NA,"YIELD",NA,"CWT / ACRE","44"
2018,"YEAR","STATE","NEW YORK","FRESH MARKET","PRODUCTION",NA,"$","(D)"
2018,"YEAR","STATE","NEW YORK","FRESH MARKET",NA,"UTILIZED - PRODUCTION","CWT","(D)"
2018,"YEAR","STATE","NEW YORK",NA,"NOT SOLD",NA,"CWT","200"
2018,"YEAR","STATE","NEW YORK","PROCESSING","PRODUCTION",NA,"$","(D)"
2018,"YEAR","STATE","NEW YORK","PROCESSING",NA,"UTILIZED - PRODUCTION","CWT","(D)"
2018,"YEAR","STATE","NEW YORK",NA,"UTILIZED",NA,"CWT","29,800"
2018,"YEAR","STATE","NORTH CAROLINA",NA,"HARVESTED",NA,"acres","1,000"
2018,"YEAR","STATE","NORTH CAROLINA",NA,"PLANTED",NA,"Acres","1,100"
2018,"YEAR","STATE","NORTH CAROLINA",NA,"PRODUCTION",NA,"$","22,230,000"
2018,"YEAR","STATE","NORTH CAROLINA",NA,"PRODUCTION",NA,"CWT","130,000"
2018,"YEAR","STATE","NORTH CAROLINA",NA,"YIELD",NA,"CWT / ACRE","125"
2018,"YEAR","STATE","NORTH CAROLINA","FRESH MARKET","PRODUCTION",NA,"$","22,230,000"
2018,"YEAR","STATE","NORTH CAROLINA","FRESH MARKET",NA,"UTILIZED - PRODUCTION","CWT","130,000"
2018,"YEAR","STATE","NORTH CAROLINA",NA,"NOT SOLD",NA,"CWT","0"
2018,"YEAR","STATE","NORTH CAROLINA","PROCESSING","PRODUCTION",NA,"$","0"
2018,"YEAR","STATE","NORTH CAROLINA","PROCESSING",NA,"UTILIZED - PRODUCTION","CWT","0"
2018,"YEAR","STATE","NORTH CAROLINA","PROCESSING",NA,"UTILIZED - PRODUCTION","TONS","0"
2018,"YEAR","STATE","NORTH CAROLINA",NA,"UTILIZED",NA,"CWT","130,000"
2018,"YEAR","STATE","OREGON",NA,"HARVESTED",NA,"acres","1,100"
2018,"YEAR","STATE","OREGON",NA,"PLANTED",NA,"Acres","1,300"
2018,"YEAR","STATE","OREGON",NA,"PRODUCTION",NA,"$","11,687,000"
2018,"YEAR","STATE","OREGON",NA,"PRODUCTION",NA,"CWT","110,000"
2018,"YEAR","STATE","OREGON",NA,"YIELD",NA,"CWT / ACRE","100"
2018,"YEAR","STATE","OREGON","FRESH MARKET","PRODUCTION",NA,"$","(D)"
2018,"YEAR","STATE","OREGON","FRESH MARKET",NA,"UTILIZED - PRODUCTION","CWT","(D)"
2018,"YEAR","STATE","OREGON",NA,"NOT SOLD",NA,"CWT","700"
2018,"YEAR","STATE","OREGON","PROCESSING","PRODUCTION",NA,"$","(D)"
2018,"YEAR","STATE","OREGON","PROCESSING",NA,"UTILIZED - PRODUCTION","CWT","(D)"
2018,"YEAR","STATE","OREGON",NA,"UTILIZED",NA,"CWT","109,300"
2018,"YEAR","STATE","OTHER STATES","FRESH MARKET","PRODUCTION",NA,"$","12,324,000"
2018,"YEAR","STATE","OTHER STATES","FRESH MARKET",NA,"UTILIZED - PRODUCTION","CWT","58,100"
2018,"YEAR","STATE","OTHER STATES","PROCESSING","PRODUCTION",NA,"$","15,027,000"
2018,"YEAR","STATE","OTHER STATES","PROCESSING",NA,"UTILIZED - PRODUCTION","CWT","170,800"
2018,"YEAR","STATE","WASHINGTON",NA,"HARVESTED",NA,"acres","820"
2018,"YEAR","STATE","WASHINGTON",NA,"PLANTED",NA,"Acres","900"
2018,"YEAR","STATE","WASHINGTON",NA,"PRODUCTION",NA,"$","9,599,000"
2018,"YEAR","STATE","WASHINGTON",NA,"PRODUCTION",NA,"CWT","90,000"
2018,"YEAR","STATE","WASHINGTON",NA,"YIELD",NA,"CWT / ACRE","105"
2018,"YEAR","STATE","WASHINGTON","FRESH MARKET","PRODUCTION",NA,"$","(D)"
2018,"YEAR","STATE","WASHINGTON","FRESH MARKET",NA,"UTILIZED - PRODUCTION","CWT","(D)"
2018,"YEAR","STATE","WASHINGTON",NA,"NOT SOLD",NA,"CWT","200"
2018,"YEAR","STATE","WASHINGTON","PROCESSING","PRODUCTION",NA,"$","(D)"
2018,"YEAR","STATE","WASHINGTON","PROCESSING",NA,"UTILIZED - PRODUCTION","CWT","(D)"
2018,"YEAR","STATE","WASHINGTON",NA,"UTILIZED",NA,"CWT","89,800"
2018,"YEAR - AUG FORECAST","NATIONAL","US TOTAL",NA,"HARVESTED",NA,"acres","49,920"
2018,"YEAR - AUG FORECAST","NATIONAL","US TOTAL",NA,"PLANTED",NA,"Acres","50,600"
2018,"YEAR - AUG FORECAST","NATIONAL","US TOTAL",NA,"PRODUCTION",NA,"$","3,371,461,000"
2018,"YEAR - AUG FORECAST","NATIONAL","US TOTAL",NA,"PRODUCTION",NA,"CWT","31,764,900"
2018,"YEAR - AUG FORECAST","NATIONAL","US TOTAL",NA,"YIELD",NA,"CWT / ACRE","636.3"
2018,"YEAR - AUG FORECAST","NATIONAL","US TOTAL","FRESH MARKET","PRODUCTION",NA,"$","3,154,923,000"
2018,"YEAR - AUG FORECAST","NATIONAL","US TOTAL","FRESH MARKET",NA,"UTILIZED - PRODUCTION","CWT","26,040,000"
2018,"YEAR - AUG FORECAST","NATIONAL","US TOTAL",NA,"NOT SOLD",NA,"CWT","30,100"
2018,"YEAR - AUG FORECAST","NATIONAL","US TOTAL","PROCESSING","PRODUCTION",NA,"$","216,538,000"
2018,"YEAR - AUG FORECAST","NATIONAL","US TOTAL","PROCESSING",NA,"UTILIZED - PRODUCTION","CWT","5,694,800"
2018,"YEAR - AUG FORECAST","NATIONAL","US TOTAL","PROCESSING",NA,"UTILIZED - PRODUCTION","TONS","284,740"
2018,"YEAR - AUG FORECAST","NATIONAL","US TOTAL",NA,"UTILIZED",NA,"CWT","31,734,800"
2018,"YEAR - AUG FORECAST","STATE","CALIFORNIA",NA,"HARVESTED",NA,"acres","36,400"
2018,"YEAR - AUG FORECAST","STATE","CALIFORNIA",NA,"PLANTED",NA,"Acres","36,500"
2018,"YEAR - AUG FORECAST","STATE","CALIFORNIA",NA,"PRODUCTION",NA,"$","3,030,953,000"
2018,"YEAR - AUG FORECAST","STATE","CALIFORNIA",NA,"PRODUCTION",NA,"CWT","28,938,000"
2018,"YEAR - AUG FORECAST","STATE","CALIFORNIA",NA,"YIELD",NA,"CWT / ACRE","795"
2018,"YEAR - AUG FORECAST","STATE","CALIFORNIA","FRESH MARKET","PRODUCTION",NA,"$","2,829,210,000"
2018,"YEAR - AUG FORECAST","STATE","CALIFORNIA","FRESH MARKET",NA,"UTILIZED - PRODUCTION","CWT","23,381,900"
2018,"YEAR - AUG FORECAST","STATE","CALIFORNIA",NA,"NOT SOLD",NA,"CWT","28,900"
2018,"YEAR - AUG FORECAST","STATE","CALIFORNIA","PROCESSING","PRODUCTION",NA,"$","201,743,000"
2018,"YEAR - AUG FORECAST","STATE","CALIFORNIA","PROCESSING",NA,"UTILIZED - PRODUCTION","CWT","5,527,200"
2018,"YEAR - AUG FORECAST","STATE","CALIFORNIA","PROCESSING",NA,"UTILIZED - PRODUCTION","TONS","276,358"
2018,"YEAR - AUG FORECAST","STATE","CALIFORNIA",NA,"UTILIZED",NA,"CWT","28,909,100"
2018,"YEAR - AUG FORECAST","STATE","FLORIDA",NA,"HARVESTED",NA,"acres","9,900"
2018,"YEAR - AUG FORECAST","STATE","FLORIDA",NA,"PLANTED",NA,"Acres","10,000"
2018,"YEAR - AUG FORECAST","STATE","FLORIDA",NA,"PRODUCTION",NA,"$","292,050,000"
2018,"YEAR - AUG FORECAST","STATE","FLORIDA",NA,"PRODUCTION",NA,"CWT","2,475,000"
2018,"YEAR - AUG FORECAST","STATE","FLORIDA",NA,"YIELD",NA,"CWT / ACRE","250"
2018,"YEAR - AUG FORECAST","STATE","FLORIDA","FRESH MARKET","PRODUCTION",NA,"$","292,050,000"
2018,"YEAR - AUG FORECAST","STATE","FLORIDA","FRESH MARKET",NA,"UTILIZED - PRODUCTION","CWT","2,475,000"
2018,"YEAR - AUG FORECAST","STATE","FLORIDA",NA,"NOT SOLD",NA,"CWT","0"
2018,"YEAR - AUG FORECAST","STATE","FLORIDA","PROCESSING","PRODUCTION",NA,"$","0"
2018,"YEAR - AUG FORECAST","STATE","FLORIDA","PROCESSING",NA,"UTILIZED - PRODUCTION","CWT","0"
2018,"YEAR - AUG FORECAST","STATE","FLORIDA","PROCESSING",NA,"UTILIZED - PRODUCTION","TONS","0"
2018,"YEAR - AUG FORECAST","STATE","FLORIDA",NA,"UTILIZED",NA,"CWT","2,475,000"
2018,"YEAR - AUG FORECAST","STATE","NEW YORK",NA,"HARVESTED",NA,"acres","700"
2018,"YEAR - AUG FORECAST","STATE","NEW YORK",NA,"PLANTED",NA,"Acres","800"
2018,"YEAR - AUG FORECAST","STATE","NEW YORK",NA,"PRODUCTION",NA,"$","6,229,000"
2018,"YEAR - AUG FORECAST","STATE","NEW YORK",NA,"PRODUCTION",NA,"CWT","30,800"
2018,"YEAR - AUG FORECAST","STATE","NEW YORK",NA,"YIELD",NA,"CWT / ACRE","44"
2018,"YEAR - AUG FORECAST","STATE","NEW YORK","FRESH MARKET","PRODUCTION",NA,"$","(D)"
2018,"YEAR - AUG FORECAST","STATE","NEW YORK","FRESH MARKET",NA,"UTILIZED - PRODUCTION","CWT","(D)"
2018,"YEAR - AUG FORECAST","STATE","NEW YORK",NA,"NOT SOLD",NA,"CWT","200"
2018,"YEAR - AUG FORECAST","STATE","NEW YORK","PROCESSING","PRODUCTION",NA,"$","(D)"
2018,"YEAR - AUG FORECAST","STATE","NEW YORK","PROCESSING",NA,"UTILIZED - PRODUCTION","CWT","(D)"
2018,"YEAR - AUG FORECAST","STATE","NEW YORK",NA,"UTILIZED",NA,"CWT","30,600"
2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA",NA,"HARVESTED",NA,"acres","1,000"
2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA",NA,"PLANTED",NA,"Acres","1,100"
2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA",NA,"PRODUCTION",NA,"$","21,375,000"
2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA",NA,"PRODUCTION",NA,"CWT","125,000"
2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA",NA,"YIELD",NA,"CWT / ACRE","125"
2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","FRESH MARKET","PRODUCTION",NA,"$","21,375,000"
2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","FRESH MARKET",NA,"UTILIZED - PRODUCTION","CWT","125,000"
2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA",NA,"NOT SOLD",NA,"CWT","0"
2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","PROCESSING","PRODUCTION",NA,"$","0"
2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","PROCESSING",NA,"UTILIZED - PRODUCTION","CWT","0"
2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA","PROCESSING",NA,"UTILIZED - PRODUCTION","TONS","0"
2018,"YEAR - AUG FORECAST","STATE","NORTH CAROLINA",NA,"UTILIZED",NA,"CWT","125,000"
2018,"YEAR - AUG FORECAST","STATE","OREGON",NA,"HARVESTED",NA,"acres","1,100"
2018,"YEAR - AUG FORECAST","STATE","OREGON",NA,"PLANTED",NA,"Acres","1,300"
2018,"YEAR - AUG FORECAST","STATE","OREGON",NA,"PRODUCTION",NA,"$","11,687,000"
2018,"YEAR - AUG FORECAST","STATE","OREGON",NA,"PRODUCTION",NA,"CWT","110,000"
2018,"YEAR - AUG FORECAST","STATE","OREGON",NA,"YIELD",NA,"CWT / ACRE","100"
2018,"YEAR - AUG FORECAST","STATE","OREGON","FRESH MARKET","PRODUCTION",NA,"$","(D)"
2018,"YEAR - AUG FORECAST","STATE","OREGON","FRESH MARKET",NA,"UTILIZED - PRODUCTION","CWT","(D)"
2018,"YEAR - AUG FORECAST","STATE","OREGON",NA,"NOT SOLD",NA,"CWT","700"
2018,"YEAR - AUG FORECAST","STATE","OREGON","PROCESSING","PRODUCTION",NA,"$","(D)"
2018,"YEAR - AUG FORECAST","STATE","OREGON","PROCESSING",NA,"UTILIZED - PRODUCTION","CWT","(D)"
2018,"YEAR - AUG FORECAST","STATE","OREGON",NA,"UTILIZED",NA,"CWT","109,300"
2018,"YEAR - AUG FORECAST","STATE","OTHER STATES","FRESH MARKET","PRODUCTION",NA,"$","12,288,000"
2018,"YEAR - AUG FORECAST","STATE","OTHER STATES","FRESH MARKET",NA,"UTILIZED - PRODUCTION","CWT","58,100"
2018,"YEAR - AUG FORECAST","STATE","OTHER STATES","PROCESSING","PRODUCTION",NA,"$","14,795,000"
2018,"YEAR - AUG FORECAST","STATE","OTHER STATES","PROCESSING",NA,"UTILIZED - PRODUCTION","CWT","167,600"
2018,"YEAR - AUG FORECAST","STATE","WASHINGTON",NA,"HARVESTED",NA,"acres","820"
2018,"YEAR - AUG FORECAST","STATE","WASHINGTON",NA,"PLANTED",NA,"Acres","900"
2018,"YEAR - AUG FORECAST","STATE","WASHINGTON",NA,"PRODUCTION",NA,"$","9,167,000"
2018,"YEAR - AUG FORECAST","STATE","WASHINGTON",NA,"PRODUCTION",NA,"CWT","86,100"
2018,"YEAR - AUG FORECAST","STATE","WASHINGTON",NA,"YIELD",NA,"CWT / ACRE","105"
2018,"YEAR - AUG FORECAST","STATE","WASHINGTON","FRESH MARKET","PRODUCTION",NA,"$","(D)"
2018,"YEAR - AUG FORECAST","STATE","WASHINGTON","FRESH MARKET",NA,"UTILIZED - PRODUCTION","CWT","(D)"
2018,"YEAR - AUG FORECAST","STATE","WASHINGTON",NA,"NOT SOLD",NA,"CWT","300"
2018,"YEAR - AUG FORECAST","STATE","WASHINGTON","PROCESSING","PRODUCTION",NA,"$","(D)"
2018,"YEAR - AUG FORECAST","STATE","WASHINGTON","PROCESSING",NA,"UTILIZED - PRODUCTION","CWT","(D)"
2018,"YEAR - AUG FORECAST","STATE","WASHINGTON",NA,"UTILIZED",NA,"CWT","85,800"
